age,tenure_months,monthly_charges,num_services,promo_flag,churn
29,48,29.39,4,1,0
71,7,106.4,1,0,0
65,61,25.55,2,1,0
57,33,53.91,4,0,0
36,51,33.53,2,0,0
39,25,67.91,3,0,0
44,10,43.22,2,0,0
59,13,115.21,2,0,0
66,46,75.93,4,0,0
59,51,109.77,3,1,1
75,19,47.81,3,1,1
77,26,22.6,3,1,0
61,68,97.57,4,0,0
40,61,90.24,2,1,0
55,30,74.55,4,1,1
44,18,101.53,3,0,0
57,22,104.01,4,0,0
68,39,78.79,4,0,0
40,41,116.59,1,1,0
49,14,91.97,2,1,1
20,5,87.69,2,0,0
63,36,56.14,2,1,0
48,57,20.23,2,1,0
46,11,44.09,1,1,0
51,29,96.39,4,1,1
31,12,90.99,4,1,0
55,18,53.1,3,0,0
64,44,82.56,2,1,0
39,21,39.53,4,0,1
26,19,46.36,2,1,0
41,71,114.74,2,0,0
30,13,61.32,4,0,0
41,14,44.5,4,1,1
56,67,68.71,3,1,1
25,40,58.7,1,1,0
64,4,92.95,1,1,0
31,31,116.21,4,1,0
73,41,79.17,2,1,0
63,18,79.11,3,1,0
34,39,56.48,2,0,1
52,47,76.46,2,1,0
24,18,51.93,4,0,1
24,58,20.11,3,1,0
77,33,106.61,2,0,0
67,69,62.94,2,0,0
27,7,69.21,1,0,0
35,24,28.35,3,0,0
30,52,103.71,3,1,0
42,64,37.03,1,1,0
36,16,61.06,2,1,1
38,70,104.03,3,0,0
50,14,65.78,1,0,0
29,30,113.12,4,0,1
72,23,40.93,4,1,0
63,31,91.52,3,1,0
65,65,117.8,1,0,0
28,53,74.96,3,0,0
61,57,89.22,4,1,0
69,19,59.32,1,1,1
28,68,95.13,4,0,0
64,31,110.89,4,0,1
40,47,90.31,1,1,0
66,50,113.59,1,1,0
47,48,78.87,3,1,0
67,43,77.71,4,1,0
27,35,50.46,4,1,0
42,46,90.96,3,0,0
34,65,108.2,3,1,0
33,28,84.63,3,0,0
37,37,43.3,3,0,0
41,13,74.41,4,0,1
25,26,95.59,1,1,0
61,55,113.94,1,0,0
52,46,35.66,1,0,0
69,15,32.75,4,1,0
61,39,61.29,3,0,0
27,58,32.56,1,1,0
22,9,118.04,1,1,0
44,5,62.43,2,1,0
47,28,73.36,1,1,1
32,47,42.71,3,1,0
66,23,64.91,2,1,0
54,59,118.47,2,1,0
64,61,68.87,1,0,0
24,38,20.88,3,0,0
68,27,44.25,4,1,0
30,3,117.85,3,0,0
45,59,118.91,4,0,1
45,64,41.05,4,0,0
68,32,81.53,4,1,0
35,37,27.69,3,1,1
32,54,77.74,1,1,0
39,50,32.59,2,1,1
40,10,101.87,2,1,0
29,48,113.96,3,1,0
28,66,37.3,4,1,0
32,54,66.27,3,1,0
46,35,30.2,2,1,0
39,38,53.91,4,0,0
42,19,26.51,3,0,0
62,47,46.45,4,0,0
32,18,119.02,3,1,0
74,25,24.46,3,1,0
64,19,105.9,2,1,0
28,24,27.75,2,1,0
37,27,72.9,2,0,0
29,6,65.21,2,0,0
34,51,113.16,3,0,0
40,32,39.9,2,1,0
26,68,37.97,1,0,0
18,13,94.87,1,0,0
45,48,92.57,4,1,0
61,13,89.92,2,0,0
36,39,22.61,3,1,0
71,35,46.0,4,1,0
40,32,103.99,1,1,0
73,47,80.09,4,0,0
32,59,80.22,3,0,0
51,23,49.59,3,0,0
65,61,46.02,2,0,0
21,14,114.66,3,1,1
75,21,92.78,1,1,0
40,23,32.69,2,0,0
48,68,113.77,4,0,0
56,9,78.24,2,0,0
57,29,53.34,3,0,0
19,31,59.71,4,1,0
71,57,92.54,3,0,0
56,35,57.63,2,0,0
79,69,77.87,4,0,0
47,53,91.05,4,1,0
56,50,39.54,3,0,0
45,54,114.42,1,0,0
73,12,55.62,2,1,0
69,32,61.94,2,1,0
74,42,89.85,1,0,0
49,15,80.88,2,1,1
67,9,64.01,1,0,0
40,10,84.97,3,0,0
46,57,110.28,2,1,0
65,47,100.03,3,0,0
23,20,102.43,2,1,0
62,53,45.84,3,0,1
18,50,61.94,3,1,0
54,58,75.38,1,0,0
47,65,24.42,2,1,1
47,63,96.98,3,1,0
48,13,52.35,3,1,0
48,55,48.26,1,0,0
43,28,45.93,4,1,0
45,29,48.34,1,0,1
53,46,53.8,4,1,0
65,43,80.48,3,1,0
52,30,78.36,2,0,0
57,71,45.57,1,0,0
69,13,40.64,4,1,1
79,7,102.64,3,1,1
24,3,29.27,4,0,1
62,58,71.28,4,0,0
31,29,72.06,1,0,0
30,32,77.41,3,1,0
67,47,108.57,2,0,0
22,31,82.39,4,1,0
70,41,117.36,1,0,0
65,5,107.14,1,1,1
79,12,41.47,3,0,0
59,67,44.12,3,0,1
72,32,54.48,3,1,0
25,12,59.15,2,1,1
73,27,75.3,2,0,0
27,24,43.25,4,0,1
37,20,42.23,4,0,0
25,21,58.14,4,1,0
42,52,87.2,2,0,0
64,8,88.81,4,1,1
34,22,117.61,2,0,1
68,34,40.24,4,1,0
55,39,59.29,4,1,0
56,63,116.47,1,0,0
76,66,89.0,4,0,0
44,22,79.23,3,1,1
39,39,73.96,4,0,1
79,2,27.55,3,0,0
52,44,109.34,1,0,0
56,11,82.55,4,0,0
36,6,77.17,1,0,0
31,48,73.95,4,0,0
28,13,59.19,1,0,0
31,34,45.47,4,0,0
30,8,95.53,2,0,0
64,53,70.96,1,0,0
21,55,23.39,1,1,0
57,41,59.91,2,0,0
76,60,112.86,4,1,0
65,32,57.39,4,1,0
42,14,61.32,3,1,0
21,11,82.4,3,1,0
69,16,100.17,2,0,1
18,15,86.85,4,1,1
60,23,105.01,2,0,0
59,16,31.4,4,0,0
29,42,112.46,2,1,0
63,11,110.39,2,0,0
28,45,71.91,2,0,0
31,24,82.47,3,1,0
68,49,41.28,3,1,0
78,37,64.79,4,1,1
34,65,40.27,1,1,0
75,32,22.2,1,1,0
74,21,118.09,4,0,0
65,42,45.91,4,0,0
26,47,79.31,1,0,0
36,32,50.03,4,0,0
60,40,57.06,2,1,0
79,34,59.78,4,1,1
68,22,53.5,4,1,1
44,23,83.74,3,1,0
32,65,116.09,1,1,0
77,48,62.86,4,0,0
35,7,117.33,1,0,1
39,69,86.78,2,0,0
77,51,80.71,3,1,0
52,4,43.71,1,1,1
34,52,26.29,2,0,0
18,42,105.19,4,0,0
44,65,77.4,1,0,0
79,35,61.44,2,0,0
44,37,101.2,1,1,0
61,23,51.06,3,1,0
33,23,98.36,1,1,1
66,44,52.8,2,0,0
66,59,112.09,3,0,1
55,64,46.8,1,1,0
65,55,33.76,1,0,0
53,44,89.81,4,0,0
41,36,36.28,4,0,0
63,25,114.94,1,0,0
69,55,85.56,4,0,0
70,23,43.09,2,0,0
31,20,40.88,1,0,0
59,62,112.39,4,1,0
18,42,80.79,2,1,0
53,26,109.37,2,1,0
53,62,31.02,1,0,0
40,69,112.54,4,1,0
79,23,72.0,2,1,0
72,38,86.84,3,0,0
20,35,57.29,1,0,0
30,50,25.91,4,1,0
30,68,115.8,4,0,0
73,39,119.46,3,0,0
50,57,56.45,2,0,0
63,43,114.39,3,0,0
68,63,36.77,2,0,0
65,29,35.47,4,0,0
23,28,27.31,3,1,0
26,30,59.13,1,0,1
42,71,25.23,4,1,0
38,44,59.47,1,0,0
64,11,33.84,2,1,0
27,3,93.05,2,1,0
41,37,103.34,1,0,0
32,58,88.78,4,0,0
29,35,40.05,4,1,0
28,40,96.68,1,0,0
30,57,44.95,2,1,0
52,37,95.95,2,0,0
43,65,76.74,3,0,0
44,46,56.67,3,0,0
47,52,28.35,3,1,0
63,56,102.75,1,0,0
71,45,113.97,3,1,0
50,4,86.59,1,0,0
57,31,116.45,1,1,1
63,11,113.41,4,1,1
60,37,39.46,1,1,0
26,11,93.12,1,0,0
78,37,54.93,2,1,0
28,25,68.75,3,1,0
43,2,35.7,3,0,1
58,9,117.48,1,0,0
43,36,92.61,4,1,0
33,6,46.69,2,0,0
75,61,57.15,3,1,0
22,54,62.25,1,0,0
33,51,94.75,4,0,0
79,13,112.57,2,1,0
63,57,52.14,4,1,0
23,46,67.25,2,0,0
64,28,79.32,3,1,0
78,1,59.33,3,0,1
24,38,70.42,1,0,0
43,57,30.57,1,1,0
47,3,36.77,2,1,0
26,4,60.11,1,0,0
30,28,111.49,3,1,1
28,37,54.94,1,0,0
29,34,44.98,3,1,0
43,31,94.29,1,1,0
46,19,114.91,1,1,0
32,5,65.91,2,0,1
35,3,20.86,3,0,0
29,8,88.81,2,0,1
67,50,61.51,2,1,1
31,56,87.36,2,1,0
74,31,47.77,2,1,0
51,6,20.24,2,0,0
67,30,54.45,4,1,0
57,70,90.48,3,1,0
34,18,59.31,2,0,0
55,35,41.92,3,0,0
34,39,66.4,3,0,0
25,24,95.23,4,0,1
33,32,31.94,3,1,0
35,34,89.18,1,1,0
26,34,86.73,3,0,0
19,51,57.07,4,1,0
76,42,117.03,1,0,0
49,4,109.47,1,1,0
42,1,51.62,3,1,0
75,30,23.11,4,1,0
31,65,50.83,2,1,0
42,3,40.47,3,1,0
70,6,74.73,3,1,1
57,49,111.87,3,0,0
42,33,107.03,1,1,1
33,17,50.58,2,1,0
20,15,62.86,4,1,0
23,48,23.65,4,0,0
28,38,74.42,4,0,0
66,46,26.34,1,1,0
57,20,113.86,2,1,0
44,38,106.69,1,1,0
66,62,41.42,2,1,0
27,23,89.94,4,1,0
31,29,76.8,2,1,0
42,12,100.14,1,1,0
74,46,67.57,3,0,0
56,3,39.18,4,1,0
70,18,83.98,3,0,1
33,51,28.03,4,1,0
70,2,78.46,3,1,1
22,71,41.27,3,1,0
32,29,88.49,4,1,0
50,29,102.8,2,0,0
21,39,30.95,2,1,0
71,46,60.03,3,1,0
71,33,93.35,3,1,0
51,63,36.37,2,0,0
36,69,76.65,2,1,0
24,15,87.18,1,0,0
56,51,55.48,3,0,0
51,22,103.2,1,1,1
65,71,71.07,2,1,0
55,18,82.7,2,1,0
25,21,34.09,4,1,0
25,51,22.32,2,1,0
66,57,25.07,1,0,0
27,10,110.39,3,0,0
76,40,108.26,1,0,0
24,25,100.76,2,1,0
63,44,39.96,2,1,0
78,40,72.55,1,1,0
45,70,99.61,4,1,0
21,67,87.47,2,1,0
72,47,31.55,3,0,0
29,49,109.55,4,0,0
50,64,36.07,2,0,0
79,14,37.18,4,0,0
64,52,110.1,2,0,0
20,55,68.46,4,1,0
68,10,57.29,2,1,0
27,63,75.37,1,0,0
64,50,118.14,4,1,0
56,25,31.96,4,1,1
35,35,95.69,4,0,0
44,35,53.43,1,0,0
25,66,31.7,4,1,0
79,69,62.19,2,1,0
32,58,74.88,4,0,0
37,47,40.6,4,0,1
49,8,60.53,1,0,0
59,65,83.57,2,0,0
49,10,77.64,2,0,0
49,12,92.32,2,1,1
54,5,103.64,3,1,1
71,68,60.91,2,1,0
42,36,62.3,3,1,1
69,17,69.67,3,0,0
66,6,76.64,1,0,0
77,30,30.83,1,0,0
74,52,51.26,3,1,0
67,71,37.19,1,0,0
33,40,58.59,1,1,0
66,44,117.34,3,0,1
63,60,78.27,2,1,0
35,65,62.94,1,1,0
60,20,76.59,2,1,1
33,71,86.91,3,0,0
50,37,63.5,4,1,0
67,67,64.77,4,1,0
29,9,90.14,3,0,1
38,7,26.09,4,0,0
67,63,74.01,3,0,0
46,48,74.73,2,0,0
77,13,95.68,4,1,0
18,64,118.26,2,0,1
62,8,99.58,4,1,1
68,49,70.38,4,1,0
74,15,36.95,2,1,0
27,6,78.83,3,1,0
79,58,103.43,4,1,0
42,61,113.24,4,1,0
39,8,102.53,1,1,1
40,7,38.9,4,0,0
57,44,91.26,3,1,0
58,3,108.02,1,0,0
47,53,88.1,1,1,0
22,66,88.58,3,0,0
79,54,70.02,2,0,0
31,17,83.7,1,1,1
23,14,49.44,3,1,0
55,49,28.88,3,0,0
43,5,102.77,1,1,0
56,39,114.31,2,0,0
72,32,105.68,2,0,0
24,53,53.39,4,1,0
35,15,29.35,3,0,0
50,55,48.01,1,0,0
66,50,104.28,3,1,0
55,17,85.58,4,1,1
41,26,116.67,1,1,0
55,5,54.27,4,1,0
78,32,75.15,1,0,0
47,19,99.0,3,1,1
72,9,43.4,2,0,1
66,40,116.41,3,1,0
36,41,79.24,4,0,0
33,7,20.79,4,0,0
65,14,22.52,4,0,0
30,6,108.22,4,1,1
38,49,84.53,2,1,0
32,25,96.31,2,0,1
55,6,98.4,3,1,1
36,14,62.05,1,1,0
58,70,99.86,3,1,1
75,19,113.75,3,1,0
69,49,37.22,4,0,0
76,34,96.41,1,0,1
19,13,50.78,1,0,0
46,22,52.15,1,1,0
31,2,61.28,3,0,0
74,54,106.37,3,0,0
62,24,22.21,3,1,0
37,36,63.39,1,0,0
52,11,88.0,2,1,0
55,59,31.04,2,0,0
48,16,99.23,1,0,0
47,41,114.19,4,1,0
21,62,29.09,1,1,0
46,51,35.29,3,1,0
39,43,117.41,2,0,1
68,64,39.79,4,1,0
71,13,27.89,3,0,1
64,69,115.22,2,1,0
19,40,109.26,3,1,0
70,30,85.57,1,0,0
42,19,75.14,1,0,0
43,53,111.92,2,1,0
76,70,85.55,4,1,0
71,49,85.84,4,1,0
21,3,104.37,2,0,0
40,34,85.32,2,0,0
64,52,70.37,4,1,0
51,29,58.97,3,1,0
33,55,70.31,1,0,0
50,51,72.25,1,0,0
71,5,56.08,4,0,0
31,40,64.81,4,0,0
64,13,100.19,4,0,1
63,35,61.65,1,1,0
72,28,22.56,4,1,0
36,58,48.3,1,1,0
31,62,43.17,4,1,0
51,33,99.36,4,0,1
50,39,64.93,2,1,0
43,45,48.03,1,1,0
66,47,101.07,3,0,0
67,46,21.92,1,0,0
33,56,37.43,3,0,0
67,70,102.7,2,0,0
32,59,75.07,2,0,0
43,10,97.36,4,1,1
19,34,103.82,4,1,0
39,33,114.2,2,1,1
77,37,26.34,2,0,0
45,38,99.92,4,1,0
62,51,90.88,2,0,0
24,30,40.7,1,0,0
57,19,113.17,4,1,1
41,33,60.42,4,1,0
64,61,108.76,2,1,1
75,23,80.51,1,0,0
50,2,72.67,1,0,0
24,70,35.95,3,0,0
47,14,111.43,2,0,0
25,43,75.67,3,0,1
45,57,20.61,4,0,0
21,20,21.83,1,0,0
57,25,97.76,4,1,1
37,20,36.19,1,0,0
30,11,79.87,1,0,0
19,11,88.11,3,1,1
73,14,47.94,3,1,0
69,33,76.93,4,1,0
68,38,44.03,3,0,0
21,2,114.63,2,0,0
39,61,106.02,3,1,1
78,48,48.8,4,1,0
53,6,72.88,3,1,0
25,60,70.06,2,1,1
26,3,116.0,4,0,1
34,40,59.4,2,1,0
78,34,76.22,2,0,0
28,36,112.87,2,1,0
73,68,36.28,2,0,0
60,66,75.05,1,1,0
75,20,30.57,3,1,0
69,42,81.75,3,1,0
38,69,56.57,2,1,0
69,52,116.76,4,0,1
28,64,61.54,2,1,0
36,31,33.62,2,0,0
31,21,103.4,1,0,0
26,37,102.09,4,1,0
23,59,89.49,1,0,0
29,66,94.88,1,0,0
25,49,46.47,4,1,0
41,51,84.21,3,1,1
22,37,23.8,1,1,0
21,23,39.69,2,1,0
79,31,113.23,3,1,1
23,36,93.92,1,0,0
22,58,43.07,4,1,0
19,40,31.14,3,0,0
26,57,114.89,1,1,0
50,2,31.22,3,0,0
69,54,45.71,1,1,0
63,37,38.26,3,1,0
53,71,20.75,2,1,0
23,34,51.41,1,1,0
66,34,117.42,3,1,0
20,10,54.19,2,1,1
57,58,70.43,2,1,0
43,50,94.59,4,0,0
72,62,75.11,3,1,0
37,7,94.36,2,0,0
57,16,86.16,1,0,0
45,63,80.86,3,1,0
50,3,84.96,1,1,0
76,37,99.92,4,1,0
62,29,91.02,1,1,0
43,67,99.18,3,1,0
45,61,34.56,2,0,0
61,64,87.77,3,1,0
39,21,93.7,2,1,0
28,42,50.0,1,1,0
46,50,107.46,4,0,0
22,69,50.47,4,1,0
28,1,44.38,1,0,0
44,70,106.71,1,0,0
67,26,44.7,3,0,0
66,10,61.55,4,1,0
34,44,56.79,3,1,0
44,56,109.81,1,0,0
27,10,65.52,3,1,0
64,3,89.43,2,1,1
33,64,99.4,3,1,0
67,67,82.79,2,1,0
70,12,114.37,1,0,0
60,65,100.25,1,0,0
38,65,60.02,3,1,0
77,71,115.08,3,0,0
60,16,72.46,2,0,0
58,42,22.26,1,0,0
71,71,46.0,4,0,0
72,65,82.17,1,0,0
22,43,35.68,1,0,0
72,14,78.41,2,0,0
65,6,56.16,3,1,1
30,19,73.44,4,0,0
37,5,20.19,3,0,1
64,14,104.84,4,0,0
31,6,56.19,3,1,0
46,55,34.02,4,0,0
60,42,63.79,1,1,0
58,37,68.62,1,0,0
74,58,83.74,3,0,0
24,30,72.46,4,0,0
36,29,24.35,3,1,0
79,15,107.15,2,0,0
53,32,65.65,2,0,0
33,13,27.7,1,0,0
35,42,97.28,2,0,0
39,71,86.02,3,1,0
52,38,84.94,1,0,0
35,22,62.69,2,0,0
56,49,61.05,2,1,0
45,59,73.63,2,0,0
55,34,25.06,4,1,0
27,18,49.9,4,1,0
56,51,118.79,2,1,0
75,14,86.22,4,0,0
26,71,61.89,3,1,0
38,23,42.24,4,1,0
60,25,94.52,3,0,0
56,52,46.03,3,0,1
59,1,36.24,3,1,1
52,15,35.45,2,1,0
60,9,92.93,3,0,0
55,28,84.28,3,1,0
22,40,26.98,3,0,0
64,13,31.5,1,0,0
45,25,83.38,3,1,0
21,55,77.11,3,1,0
43,67,88.6,1,0,0
44,2,37.8,4,1,0
23,45,92.66,4,0,0
79,2,113.61,3,1,1
31,37,80.11,4,0,0
38,63,39.61,4,1,0
45,57,87.95,2,0,0
69,17,54.31,4,0,0
64,19,24.93,4,1,0
65,56,50.23,1,0,0
32,59,110.56,4,0,0
70,20,61.11,1,1,0
69,1,106.47,2,1,1
46,32,70.87,4,0,0
51,44,71.7,3,0,0
20,32,20.52,2,0,0
65,67,83.71,3,1,0
77,58,30.78,1,0,0
47,56,67.87,1,1,0
51,2,46.03,4,1,1
48,61,59.24,1,1,0
23,54,73.71,4,1,0
56,29,21.45,2,1,1
62,42,48.46,1,0,0
75,59,118.96,4,1,0
75,65,25.74,1,1,0
48,40,51.94,2,1,0
77,3,52.14,1,1,0
50,44,57.94,4,1,0
57,49,88.48,2,0,0
55,5,44.77,3,0,1
79,59,66.03,1,1,0
63,15,84.49,3,0,0
25,64,52.23,3,1,0
22,40,114.88,2,1,1
43,23,117.97,4,0,1
49,5,31.97,2,0,0
59,2,54.38,3,0,1
47,53,40.8,1,0,0
49,27,38.68,4,1,0
75,60,69.1,1,1,0
38,17,76.38,3,1,0
48,66,62.57,1,0,0
52,67,47.26,1,0,0
47,8,47.86,1,0,0
78,46,119.21,4,0,0
77,67,112.37,1,1,0
49,23,27.59,4,1,0
45,5,85.66,3,0,0
54,63,65.69,1,1,0
29,34,88.88,2,0,1
44,2,79.7,2,1,0
31,60,108.93,2,0,0
26,49,26.7,3,0,0
23,5,54.96,4,0,0
54,19,118.55,4,0,0
18,2,38.23,3,0,0
58,68,32.73,4,1,1
44,2,92.9,4,1,1
40,57,97.74,1,1,0
65,37,87.23,3,0,0
51,42,97.62,4,1,1
63,58,89.37,1,0,0
61,64,33.58,3,0,0
19,10,80.82,4,1,1
31,2,97.69,2,1,0
53,9,106.55,4,0,0
78,49,44.62,4,1,0
27,41,32.74,3,0,0
24,6,98.11,3,0,0
76,17,45.65,3,0,0
77,39,23.19,2,0,0
28,52,102.52,2,0,0
42,25,70.6,3,1,0
56,68,52.66,2,0,0
30,71,21.14,4,1,0
38,55,23.53,4,0,0
42,33,99.26,2,0,0
57,63,68.97,3,1,0
37,52,34.97,1,1,0
43,37,55.85,1,1,0
35,32,36.53,2,0,0
65,60,31.29,1,1,0
27,40,47.63,4,0,0
32,13,74.95,1,0,0
33,71,41.0,2,0,0
74,5,54.37,2,1,0
76,50,67.79,1,1,0
49,47,62.0,2,1,0
27,42,32.86,3,1,0
64,4,23.89,4,0,0
48,35,23.55,1,0,0
70,64,55.02,1,1,0
40,18,91.88,2,1,0
79,50,33.13,2,1,0
68,61,98.7,4,1,0
31,68,91.57,1,0,0
62,37,20.39,2,1,0
35,23,22.67,3,1,0
39,50,39.5,2,0,0
33,35,25.61,3,0,0
60,45,73.13,4,0,0
34,53,23.96,3,0,0
57,51,100.26,2,1,1
54,18,69.3,4,0,0
64,54,92.8,4,1,1
79,39,95.07,4,0,1
18,67,70.68,1,0,0
79,47,112.54,4,1,0
24,64,119.02,4,0,0
50,70,55.92,4,1,0
39,71,32.59,3,0,0
57,53,56.32,2,0,0
62,43,42.34,3,1,0
71,9,73.1,3,1,0
42,28,57.84,4,0,1
75,34,68.04,2,1,1
37,56,96.32,3,0,1
30,42,47.4,4,1,0
41,32,73.75,4,1,0
50,11,53.52,1,1,0
59,51,98.5,4,1,0
69,31,83.95,1,1,0
31,3,20.85,4,1,0
36,21,86.01,1,1,0
76,63,37.02,1,1,0
45,9,92.45,3,0,1
32,29,76.73,3,1,0
79,37,60.15,3,1,1
45,6,89.41,2,1,0
79,12,105.66,1,0,0
74,67,97.87,3,0,0
74,42,74.54,3,0,0
54,15,92.27,3,1,0
67,13,61.39,2,0,0
77,31,98.9,4,1,1
34,52,102.91,4,0,0
20,52,33.73,1,0,0
37,14,43.8,1,1,0
57,52,47.0,1,0,0
51,64,36.61,1,1,0
22,17,59.25,3,0,0
52,2,39.3,3,0,0
28,69,79.55,2,1,0
49,38,30.16,3,1,0
53,56,46.99,4,1,0
57,23,86.55,4,0,0
43,22,59.85,2,1,0
43,16,62.15,3,1,0
60,16,99.79,3,1,0
64,34,118.45,4,0,1
68,8,76.51,4,1,1
38,60,27.91,2,0,0
44,37,30.29,4,0,0
38,65,116.85,2,1,0
50,36,87.92,4,1,0
25,22,95.25,4,1,0
44,37,87.58,4,0,0
29,11,37.96,1,0,0
51,59,64.84,1,1,0
70,52,99.81,4,0,0
79,11,106.64,1,1,0
45,42,43.73,1,0,0
21,39,79.6,2,1,0
32,15,35.71,2,1,1
24,9,115.83,1,1,0
65,54,45.22,1,0,0
79,19,92.66,2,1,0
52,37,43.11,3,0,0
28,18,81.61,3,1,1
19,47,85.93,4,1,0
78,4,52.84,4,1,1
37,26,101.88,1,1,1
24,39,108.54,3,1,0
28,32,105.51,1,0,1
33,44,53.08,2,1,0
58,13,94.43,2,1,1
73,32,75.95,3,1,0
35,54,79.26,2,0,1
60,24,67.74,4,1,0
22,12,80.03,2,0,0
18,61,33.57,4,0,0
21,56,60.88,4,1,0
75,49,37.77,3,0,0
54,57,48.01,1,0,0
67,56,32.78,3,1,0
19,54,41.25,2,0,0
19,37,98.19,2,1,0
70,2,74.98,2,1,0
24,43,22.36,2,0,0
27,20,98.85,2,1,0
50,55,110.95,4,0,1
55,34,108.04,2,1,0
32,65,102.3,2,0,0
45,43,119.22,3,1,1
59,40,78.64,1,1,1
45,66,116.26,3,0,0
41,34,114.88,4,1,0
22,27,51.32,4,1,1
46,27,106.34,1,1,0
67,63,99.25,2,0,0
56,54,97.58,1,0,0
73,12,109.63,3,1,1
25,35,58.42,2,0,0
18,27,60.01,4,0,0
51,46,84.01,1,0,0
29,4,93.78,4,0,0
54,51,107.97,2,0,0
74,53,107.58,4,0,0
38,17,92.13,1,1,0
52,11,115.69,2,1,0
60,45,37.86,2,1,0
27,19,115.03,4,0,0
73,67,26.42,3,1,0
30,56,75.56,4,1,0
68,68,29.02,3,1,0
58,38,76.8,4,1,0
26,67,59.01,3,0,0
62,1,28.16,3,1,0
30,21,84.81,4,1,0
55,1,93.12,4,0,0
77,49,37.42,3,0,0
77,37,89.44,2,0,0
72,21,37.9,3,0,0
48,22,33.74,3,1,0
52,46,34.74,4,1,0
36,13,79.91,3,1,0
75,37,97.88,4,1,0
47,44,79.69,3,0,0
65,18,100.94,4,0,1
40,17,79.15,4,1,1
63,26,99.73,4,1,1
31,43,117.65,1,0,0
63,19,59.1,4,1,0
20,27,34.99,2,0,0
24,39,33.54,4,1,0
39,14,79.75,2,0,0
47,41,74.71,2,0,0
62,10,38.42,3,0,0
40,11,108.21,3,1,1
19,17,115.67,3,0,1
38,21,45.32,1,0,0
45,3,40.69,4,1,1
51,69,41.39,2,1,0
57,22,58.74,4,0,0
33,58,105.32,2,1,1
55,65,79.6,3,1,0
57,57,26.76,3,0,0
66,60,67.3,1,1,0
50,8,29.03,2,0,0
68,27,60.62,3,1,0
31,53,60.35,4,0,0
62,41,84.84,4,0,0
20,1,74.95,2,1,0
24,41,107.48,3,1,0
71,58,21.63,1,1,0
47,59,97.4,4,0,0
56,28,22.27,4,1,0
55,17,50.43,4,1,0
61,22,107.97,2,1,0
33,22,89.04,2,0,0
29,25,37.2,4,1,0
20,22,69.08,3,1,0
71,33,92.19,1,0,0
31,3,113.73,3,0,1
53,20,83.43,3,1,0
46,23,22.47,2,1,0
28,11,69.97,2,0,0
43,63,35.3,1,0,0
23,48,24.78,2,1,0
28,65,79.85,1,0,0
26,40,97.69,2,0,0
69,8,23.61,1,1,0
53,65,98.36,2,1,0
75,33,90.64,3,0,0
45,49,95.2,2,1,0
30,28,44.47,1,1,0
55,36,59.36,4,1,1
75,35,31.98,2,1,0
51,21,43.89,3,0,0
19,40,50.28,3,1,1
36,53,51.94,3,0,1
75,2,37.5,2,1,0
50,10,38.87,4,1,0
77,60,110.15,4,1,0
49,41,98.39,4,0,0
18,70,54.45,2,1,0
72,43,114.76,2,0,0
65,47,43.89,1,0,0
62,64,60.68,2,1,0
78,47,101.35,4,1,0
30,24,64.29,2,0,0
74,38,43.46,4,1,0
32,17,56.85,4,1,0
78,24,70.07,3,0,0
29,49,82.06,3,1,1
52,11,60.56,4,0,1
66,48,63.13,1,0,0
22,42,46.39,1,0,0
22,22,73.53,1,1,0
70,4,41.95,4,1,0
21,51,106.75,2,0,0
56,59,94.74,1,0,0
76,52,61.03,1,1,0
56,30,94.72,2,1,0
47,47,20.7,2,1,0
43,30,54.45,1,1,0
57,26,64.03,1,1,0
53,24,66.98,4,1,0
49,15,94.87,4,0,1
27,69,116.28,1,0,0
59,48,58.0,2,0,0
63,13,55.06,2,1,0
61,62,81.05,2,1,0
22,11,48.13,1,1,0
61,43,34.14,4,0,0
63,12,116.15,3,0,1
29,26,100.95,4,1,1
70,47,115.85,2,0,0
50,71,41.78,4,1,0
47,71,21.78,3,0,0
62,64,63.73,1,1,0
49,17,113.36,2,1,1
51,7,33.83,4,0,0
37,65,31.72,4,0,0
75,66,26.9,3,1,0
78,20,96.5,1,0,0
26,2,98.59,3,1,1
63,47,89.54,4,0,0
19,6,25.33,1,0,0
40,3,92.33,2,0,0
78,67,64.86,1,0,0
28,36,35.79,1,0,0
41,8,49.51,4,0,1
31,47,70.11,1,1,0
63,27,52.97,1,1,1
46,39,116.97,1,0,0
54,64,67.47,4,0,0
76,17,57.22,2,1,0
50,46,87.32,4,1,0
63,59,85.05,2,0,0
24,31,20.24,3,1,0
31,69,81.85,4,0,0
76,32,44.38,3,1,0
71,33,57.52,3,1,0
58,63,90.63,1,1,0
41,46,75.74,1,1,0
30,62,56.87,3,0,0
70,57,36.74,2,1,1
66,51,70.55,1,1,0
32,18,51.94,1,0,0
54,29,111.29,2,0,0
56,62,73.43,1,1,0
47,44,106.6,3,0,0
75,20,59.02,2,1,0
25,24,102.74,2,0,0
33,56,25.65,1,0,0
23,13,49.81,3,0,0
60,8,27.82,1,1,0
57,55,23.17,3,1,0
79,21,111.89,4,0,1
51,55,91.69,4,1,0
27,38,82.51,3,0,0
45,71,73.25,4,1,0
23,38,76.96,4,1,0
59,62,83.87,3,0,0
59,61,102.66,2,1,0
71,16,79.69,3,0,1
39,71,94.86,4,1,0
37,53,48.1,3,0,0
22,8,117.68,2,1,1
43,1,23.19,1,1,0
47,20,58.66,1,0,0
